!TF createItem,,,,,,,,,,,,,,,,,,,,
ItemName,ItemType,AppName,Description,ButtonName,SmallImageURL,MediumImageURL,LargeImageURL,MaxInstances,Properties,ExternalKey,AgeRating,ScarcityThreshold,Categories,SKU,SKUExtension,UnitCostCurrencyName,UnitCost,Revision,ExternalCheckRequired,EmailValidationRequired
GVG_STACK_POTION_SPEED,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""POTION_SPEED"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_POTION_SPEED""}",,,,,,,,,,,
GVG_STACK_KIT_INJURY,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_INJURY"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_INJURY""}",,,,,,,,,,,
GVG_STACK_KIT_INJURY_GREATER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_INJURY_GREATER"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_INJURY_GREATER""}",,,,,,,,,,,
GVG_STACK_KIT_INJURY_TEAM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_INJURY_TEAM"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_INJURY_TEAM""}",,,,,,,,,,,
GVG_STACK_KIT_ANTIDOTE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_ANTIDOTE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_ANTIDOTE""}",,,,,,,,,,,
GVG_STACK_KIT_BRACING,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_BRACING"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_BRACING""}",,,,,,,,,,,
GVG_STACK_KIT_MANA,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_MANA"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_MANA""}",,,,,,,,,,,
GVG_STACK_KIT_MANA_GREATER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_MANA_GREATER"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_MANA_GREATER""}",,,,,,,,,,,
GVG_STACK_KIT_MANA_TEAM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_MANA_TEAM"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_MANA_TEAM""}",,,,,,,,,,,
GVG_STACK_KIT_POULTICE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_POULTICE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_POULTICE""}",,,,,,,,,,,
GVG_STACK_KIT_TALENT_TEAM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_TALENT_TEAM"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_TALENT_TEAM""}",,,,,,,,,,,
GVG_STACK_KIT_BATTLE_TEAM,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_BATTLE_TEAM"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_BATTLE_TEAM""}",,,,,,,,,,,
GVG_STACK_BOMB_SHARD,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_SHARD"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_SHARD""}",,,,,,,,,,,
GVG_STACK_BOMB_FIRE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_FIRE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_FIRE""}",,,,,,,,,,,
GVG_STACK_BOMB_FROST,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_FROST"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_FROST""}",,,,,,,,,,,
GVG_STACK_BOMB_SHOCK,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_SHOCK"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_SHOCK""}",,,,,,,,,,,
GVG_STACK_BOMB_GREASE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_GREASE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_GREASE""}",,,,,,,,,,,
GVG_STACK_BOMB_ACID,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_ACID"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_ACID""}",,,,,,,,,,,
GVG_STACK_BOMB_POISON,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_POISON"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_POISON""}",,,,,,,,,,,
GVG_STACK_BOMB_TIME,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_TIME"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_TIME""}",,,,,,,,,,,
GVG_STACK_BOMB_SMOKE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_SMOKE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_SMOKE""}",,,,,,,,,,,
GVG_STACK_BOMB_FLAME_WAVE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_FLAME_WAVE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_FLAME_WAVE""}",,,,,,,,,,,
GVG_STACK_BOMB_FROST_TORRENT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_FROST_TORRENT"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_FROST_TORRENT""}",,,,,,,,,,,
GVG_STACK_BOMB_POISON_CLOUD,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_POISON_CLOUD"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_POISON_CLOUD""}",,,,,,,,,,,
GVG_STACK_BOMB_DISPEL,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""BOMB_DISPEL"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_BOMB_DISPEL""}",,,,,,,,,,,
GVG_STACK_KIT_CLEANSING,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_CLEANSING"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_CLEANSING""}",,,,,,,,,,,
GVG_STACK_KIT_MANA_TEAM_GREATER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_MANA_TEAM_GREATER"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_MANA_TEAM_GREATER""}",,,,,,,,,,,
GVG_STACK_KIT_BATTLE_POULTICE_GREATER,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""KIT_BATTLE_POULTICE_GREATER"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_KIT_BATTLE_POULTICE_GREATER""}",,,,,,,,,,,
GVG_STACK_POTION_REVITALIZE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""POTION_REVITALIZE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_POTION_REVITALIZE""}",,,,,,,,,,,
GVG_STACK_POTION_LIFE_WARD,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""POTION_LIFE_WARD"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_POTION_LIFE_WARD""}",,,,,,,,,,,
GVG_STACK_POTION_RESISTANCE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""POTION_RESISTANCE"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_POTION_RESISTANCE""}",,,,,,,,,,,
GVG_STACK_POTION_INSIGHT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""POTION_INSIGHT"":""5""},""Type"":""COMBAT_UPSELL"",""ItemName"":""GVG_STACK_POTION_INSIGHT""}",,,,,,,,,,,
GVG_HORN_EVRAS,item,Dragon Age Preprod,Offer Description,HORN_EVRAS,,,,-1,"DATA={""Items"":{""HORN_EVRAS"":""1""},""Type"":""OFFER_UPSELL_EVRAS_HORN"",""ItemName"":""GVG_STACK_HORN_EVRAS""}",,,,,,,,,,,
GVG_REVIVE,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""REVIVE"":""1""},""Type"":""OFFER_UPSELL_SMELLING_SALTS"",""ItemName"":""REVIVE""}",,,,,,,,,,,
GVG_RECRUIT,item,Dragon Age Preprod,Offer Description,,,,,-1,"DATA={""Items"":{""RECRUIT"":""1""},""Type"":""OFFER_UPSELL_EVRAS_HORN"",""ItemName"":""RECRUIT""}",,,,,,,,,,,
PR_1H_SWORD_DORAND,item,Dragon Age Preprod,Offer Description,PR_1H_SWORD_DORAND,,,,999998,"DATA={""Items"":{""PR_1H_SWORD_DORAND"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_DORAND""}",,,,,,,,,,,
PR_1H_SWORD_DRAGONSJAW,item,Dragon Age Preprod,Offer Description,PR_1H_SWORD_DRAGONSJAW,,,,999996,"DATA={""Items"":{""PR_1H_SWORD_DRAGONSJAW"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_DRAGONSJAW""}",,,,,,,,,,,
PR_1H_SWORD_HEARTSEEKER,item,Dragon Age Preprod,Offer Description,PR_1H_SWORD_HEARTSEEKER,,,,999997,"DATA={""Items"":{""PR_1H_SWORD_HEARTSEEKER"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_HEARTSEEKER""}",,,,,,,,,,,
PR_1H_SWORD_IRONTHORN,item,Dragon Age Preprod,Offer Description,PR_1H_SWORD_IRONTHORN,,,,999998,"DATA={""Items"":{""PR_1H_SWORD_IRONTHORN"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_IRONTHORN""}",,,,,,,,,,,
PR_1H_SWORD_SICKLE,item,Dragon Age Preprod,Offer Description,PR_1H_SWORD_SICKLE,,,,999995,"DATA={""Items"":{""PR_1H_SWORD_SICKLE"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_SICKLE""}",,,,,,,,,,,
PR_1H_SWORD_TWISTED,item,Dragon Age Preprod,Offer Description,PR_1H_SWORD_TWISTED,,,,999993,"DATA={""Items"":{""PR_1H_SWORD_TWISTED"":""1""},""Type"":""STORE"",""ItemName"":""PR_1H_SWORD_TWISTED""}",,,,,,,,,,,
PR_AMULET_ARROWBANE,item,Dragon Age Preprod,Offer Description,PR_AMULET_ARROWBANE,,,,999992,"DATA={""Items"":{""PR_AMULET_ARROWBANE"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_ARROWBANE""}",,,,,,,,,,,
PR_AMULET_FADE,item,Dragon Age Preprod,Offer Description,PR_AMULET_FADE,,,,999997,"DATA={""Items"":{""PR_AMULET_FADE"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_FADE""}",,,,,,,,,,,
PR_AMULET_HEARTH,item,Dragon Age Preprod,Offer Description,PR_AMULET_HEARTH,,,,999997,"DATA={""Items"":{""PR_AMULET_HEARTH"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_HEARTH""}",,,,,,,,,,,
PR_AMULET_IRONSKIN_CHAIN,item,Dragon Age Preprod,Offer Description,PR_AMULET_IRONSKIN_CHAIN,,,,999998,"DATA={""Items"":{""PR_AMULET_IRONSKIN_CHAIN"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_IRONSKIN_CHAIN""}",,,,,,,,,,,
PR_AMULET_LYRIUM,item,Dragon Age Preprod,Offer Description,PR_AMULET_LYRIUM,,,,999998,"DATA={""Items"":{""PR_AMULET_LYRIUM"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_LYRIUM""}",,,,,,,,,,,
PR_AMULET_VORPAL,item,Dragon Age Preprod,Offer Description,PR_AMULET_VORPAL,,,,999998,"DATA={""Items"":{""PR_AMULET_VORPAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_VORPAL""}",,,,,,,,,,,
PR_AMULET_WRAITH,item,Dragon Age Preprod,Offer Description,PR_AMULET_WRAITH,,,,999995,"DATA={""Items"":{""PR_AMULET_WRAITH"":""1""},""Type"":""STORE"",""ItemName"":""PR_AMULET_WRAITH""}",,,,,,,,,,,
PR_ARMOR_HELMET_ALCHEMIC,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_ALCHEMIC,,,,999993,"DATA={""Items"":{""PR_ARMOR_HELMET_ALCHEMIC"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_ALCHEMIC""}",,,,,,,,,,,
PR_ARMOR_HELMET_APOSTATE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_APOSTATE,,,,999993,"DATA={""Items"":{""PR_ARMOR_HELMET_APOSTATE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_APOSTATE""}",,,,,,,,,,,
PR_ARMOR_HELMET_BERSERKER,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_BERSERKER,,,,999988,"DATA={""Items"":{""PR_ARMOR_HELMET_BERSERKER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_BERSERKER""}",,,,,,,,,,,
PR_ARMOR_HELMET_CORAL,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_CORAL,,,,999996,"DATA={""Items"":{""PR_ARMOR_HELMET_CORAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_CORAL""}",,,,,,,,,,,
PR_ARMOR_HELMET_DALISH,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_DALISH,,,,999997,"DATA={""Items"":{""PR_ARMOR_HELMET_DALISH"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_DALISH""}",,,,,,,,,,,
PR_ARMOR_HELMET_DEMON,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_DEMON,,,,999995,"DATA={""Items"":{""PR_ARMOR_HELMET_DEMON"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_DEMON""}",,,,,,,,,,,
PR_ARMOR_HELMET_FORTUNE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_FORTUNE,,,,999995,"DATA={""Items"":{""PR_ARMOR_HELMET_FORTUNE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_FORTUNE""}",,,,,,,,,,,
PR_ARMOR_HELMET_GARISH,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_GARISH,,,,999997,"DATA={""Items"":{""PR_ARMOR_HELMET_GARISH"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_GARISH""}",,,,,,,,,,,
PR_ARMOR_HELMET_GORILLA,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_GORILLA,,,,999998,"DATA={""Items"":{""PR_ARMOR_HELMET_GORILLA"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_GORILLA""}",,,,,,,,,,,
PR_ARMOR_HELMET_LEVIATHAN,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_LEVIATHAN,,,,999998,"DATA={""Items"":{""PR_ARMOR_HELMET_LEVIATHAN"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_LEVIATHAN""}",,,,,,,,,,,
PR_ARMOR_HELMET_ORNATE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_ORNATE,,,,999998,"DATA={""Items"":{""PR_ARMOR_HELMET_ORNATE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_ORNATE""}",,,,,,,,,,,
PR_ARMOR_HELMET_SCALED,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_SCALED,,,,999997,"DATA={""Items"":{""PR_ARMOR_HELMET_SCALED"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_SCALED""}",,,,,,,,,,,
PR_ARMOR_HELMET_THROAT,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_THROAT,,,,999997,"DATA={""Items"":{""PR_ARMOR_HELMET_THROAT"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_THROAT""}",,,,,,,,,,,
PR_ARMOR_HELMET_VICIOUS,item,Dragon Age Preprod,Offer Description,PR_ARMOR_HELMET_VICIOUS,,,,999998,"DATA={""Items"":{""PR_ARMOR_HELMET_VICIOUS"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_HELMET_VICIOUS""}",,,,,,,,,,,
PR_ARMOR_LEATHER_AEGIS,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_AEGIS,,,,999997,"DATA={""Items"":{""PR_ARMOR_LEATHER_AEGIS"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_AEGIS""}",,,,,,,,,,,
PR_ARMOR_LEATHER_BANDIT,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_BANDIT,,,,999996,"DATA={""Items"":{""PR_ARMOR_LEATHER_BANDIT"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_BANDIT""}",,,,,,,,,,,
PR_ARMOR_LEATHER_BURNISHED,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_BURNISHED,,,,999998,"DATA={""Items"":{""PR_ARMOR_LEATHER_BURNISHED"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_BURNISHED""}",,,,,,,,,,,
PR_ARMOR_LEATHER_CRIMSON,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_CRIMSON,,,,999998,"DATA={""Items"":{""PR_ARMOR_LEATHER_CRIMSON"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_CRIMSON""}",,,,,,,,,,,
PR_ARMOR_LEATHER_DECEIVER,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_DECEIVER,,,,999998,"DATA={""Items"":{""PR_ARMOR_LEATHER_DECEIVER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_DECEIVER""}",,,,,,,,,,,
PR_ARMOR_LEATHER_GORILLA,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_GORILLA,,,,999998,"DATA={""Items"":{""PR_ARMOR_LEATHER_GORILLA"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_GORILLA""}",,,,,,,,,,,
PR_ARMOR_LEATHER_NIMBLE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_NIMBLE,,,,999998,"DATA={""Items"":{""PR_ARMOR_LEATHER_NIMBLE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_NIMBLE""}",,,,,,,,,,,
PR_ARMOR_LEATHER_OUTLAW,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_OUTLAW,,,,999998,"DATA={""Items"":{""PR_ARMOR_LEATHER_OUTLAW"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_OUTLAW""}",,,,,,,,,,,
PR_ARMOR_LEATHER_PACIFYING,item,Dragon Age Preprod,Offer Description,PR_ARMOR_LEATHER_PACIFYING,,,,999998,"DATA={""Items"":{""PR_ARMOR_LEATHER_PACIFYING"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_LEATHER_PACIFYING""}",,,,,,,,,,,
PR_ARMOR_METAL_BASTION,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_BASTION,,,,999993,"DATA={""Items"":{""PR_ARMOR_METAL_BASTION"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_BASTION""}",,,,,,,,,,,
PR_ARMOR_METAL_HURLOCK,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_HURLOCK,,,,999997,"DATA={""Items"":{""PR_ARMOR_METAL_HURLOCK"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_HURLOCK""}",,,,,,,,,,,
PR_ARMOR_METAL_MAKER,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_MAKER,,,,999998,"DATA={""Items"":{""PR_ARMOR_METAL_MAKER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_MAKER""}",,,,,,,,,,,
PR_ARMOR_METAL_POLISH,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_POLISH,,,,999998,"DATA={""Items"":{""PR_ARMOR_METAL_POLISH"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_POLISH""}",,,,,,,,,,,
PR_ARMOR_METAL_RISING_DAWN,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_RISING_DAWN,,,,999997,"DATA={""Items"":{""PR_ARMOR_METAL_RISING_DAWN"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_RISING_DAWN""}",,,,,,,,,,,
PR_ARMOR_METAL_TEMPLAR,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_TEMPLAR,,,,999998,"DATA={""Items"":{""PR_ARMOR_METAL_TEMPLAR"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_TEMPLAR""}",,,,,,,,,,,
PR_ARMOR_METAL_WEISSHAUPT,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_WEISSHAUPT,,,,999998,"DATA={""Items"":{""PR_ARMOR_METAL_WEISSHAUPT"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_WEISSHAUPT""}",,,,,,,,,,,
PR_ARMOR_METAL_WYRMSCALE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_METAL_WYRMSCALE,,,,999998,"DATA={""Items"":{""PR_ARMOR_METAL_WYRMSCALE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_METAL_WYRMSCALE""}",,,,,,,,,,,
PR_ARMOR_ROBES_ACOLYTE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_ROBES_ACOLYTE,,,,972725,"DATA={""Items"":{""PR_ARMOR_ROBES_ACOLYTE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_ACOLYTE""}",,,,,,,,,,,
PR_ARMOR_ROBES_BRONZE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_ROBES_BRONZE,,,,999995,"DATA={""Items"":{""PR_ARMOR_ROBES_BRONZE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_BRONZE""}",,,,,,,,,,,
PR_ARMOR_ROBES_CIRCLE,item,Dragon Age Preprod,Offer Description,PR_ARMOR_ROBES_CIRCLE,,,,999995,"DATA={""Items"":{""PR_ARMOR_ROBES_CIRCLE"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_CIRCLE""}",,,,,,,,,,,
PR_ARMOR_ROBES_DUSTER,item,Dragon Age Preprod,Offer Description,PR_ARMOR_ROBES_DUSTER,,,,999998,"DATA={""Items"":{""PR_ARMOR_ROBES_DUSTER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_DUSTER""}",,,,,,,,,,,
PR_ARMOR_ROBES_INSCRIPTION,item,Dragon Age Preprod,Offer Description,PR_ARMOR_ROBES_INSCRIPTION,,,,999998,"DATA={""Items"":{""PR_ARMOR_ROBES_INSCRIPTION"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_INSCRIPTION""}",,,,,,,,,,,
PR_ARMOR_ROBES_KEEPER,item,Dragon Age Preprod,Offer Description,PR_ARMOR_ROBES_KEEPER,,,,999997,"DATA={""Items"":{""PR_ARMOR_ROBES_KEEPER"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_KEEPER""}",,,,,,,,,,,
PR_ARMOR_ROBES_RESONANT,item,Dragon Age Preprod,Offer Description,PR_ARMOR_ROBES_RESONANT,,,,999996,"DATA={""Items"":{""PR_ARMOR_ROBES_RESONANT"":""1""},""Type"":""STORE"",""ItemName"":""PR_ARMOR_ROBES_RESONANT""}",,,,,,,,,,,
PR_AXE_1H_CLEAVER,item,Dragon Age Preprod,Offer Description,PR_AXE_1H_CLEAVER,,,,999998,"DATA={""Items"":{""PR_AXE_1H_CLEAVER"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_CLEAVER""}",,,,,,,,,,,
PR_AXE_1H_DISCIPLE,item,Dragon Age Preprod,Offer Description,PR_AXE_1H_DISCIPLE,,,,999996,"DATA={""Items"":{""PR_AXE_1H_DISCIPLE"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_DISCIPLE""}",,,,,,,,,,,
PR_AXE_1H_GLACIAL,item,Dragon Age Preprod,Offer Description,PR_AXE_1H_GLACIAL,,,,999998,"DATA={""Items"":{""PR_AXE_1H_GLACIAL"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_GLACIAL""}",,,,,,,,,,,
PR_AXE_1H_GOLOK,item,Dragon Age Preprod,Offer Description,PR_AXE_1H_GOLOK,,,,999998,"DATA={""Items"":{""PR_AXE_1H_GOLOK"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_GOLOK""}",,,,,,,,,,,
PR_AXE_1H_IMPOSING,item,Dragon Age Preprod,Offer Description,PR_AXE_1H_IMPOSING,,,,999998,"DATA={""Items"":{""PR_AXE_1H_IMPOSING"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_IMPOSING""}",,,,,,,,,,,
PR_AXE_1H_RAVENER,item,Dragon Age Preprod,Offer Description,PR_AXE_1H_RAVENER,,,,999994,"DATA={""Items"":{""PR_AXE_1H_RAVENER"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_RAVENER""}",,,,,,,,,,,
PR_AXE_1H_REDCLIFF,item,Dragon Age Preprod,Offer Description,PR_AXE_1H_REDCLIFF,,,,999998,"DATA={""Items"":{""PR_AXE_1H_REDCLIFF"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_1H_REDCLIFF""}",,,,,,,,,,,
PR_AXE_2H_BLOODLET,item,Dragon Age Preprod,Offer Description,PR_AXE_2H_BLOODLET,,,,999998,"DATA={""Items"":{""PR_AXE_2H_BLOODLET"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_BLOODLET""}",,,,,,,,,,,
PR_AXE_2H_LUMBERJACK,item,Dragon Age Preprod,Offer Description,PR_AXE_2H_LUMBERJACK,,,,999995,"DATA={""Items"":{""PR_AXE_2H_LUMBERJACK"":""1""},""Type"":""STORE"",""ItemName"":""PR_AXE_2H_LUMBERJACK""}",,,,,,,,,,,
