group,path,fmt,w,h,alpha,size,mode
eaRig,deymour/anims/fwd/f/2/d,WEBP,195,168,True,10864,RGBA
eaRig,deymour/anims/fwd/f/3/d,WEBP,195,168,True,10852,RGBA
eaRig,deymour/anims/fwd/f/4/d,WEBP,195,167,True,10836,RGBA
eaRig,deymour/anims/fwd/f/5/d,WEBP,195,167,True,10828,RGBA
eaRig,deymour/anims/fwd/f/6/d,WEBP,194,167,True,10838,RGBA
eaRig,deymour/anims/fwd/f/7/d,WEBP,195,166,True,10856,RGBA
eaRig,deymour/anims/fwd/f/8/d,WEBP,194,166,True,10816,RGBA
eaRig,deymour/anims/fwd/f/9/d,WEBP,194,166,True,10758,RGBA
eaRig,deymour/anims/fwd/f/10/d,WEBP,195,167,True,10750,RGBA
eaRig,deymour/anims/fwd/f/11/d,WEBP,195,167,True,10766,RGBA
eaRig,deymour/anims/fwd/f/12/d,WEBP,195,168,True,10758,RGBA
eaRig,deymour/anims/fwd/f/13/d,WEBP,195,169,True,10762,RGBA
eaRig,deymour/anims/fwd/f/14/d,WEBP,195,169,True,10826,RGBA
eaRig,deymour/anims/death/f/0/d,WEBP,195,169,True,10848,RGBA
eaRig,deymour/anims/death/f/1/d,WEBP,202,167,True,10366,RGBA
eaRig,deymour/anims/death/f/2/d,WEBP,227,151,True,9936,RGBA
eaRig,deymour/anims/death/f/3/d,WEBP,238,152,True,10202,RGBA
eaRig,deymour/anims/death/f/4/d,WEBP,236,130,True,9414,RGBA
eaRig,deymour/anims/death/f/5/d,WEBP,236,131,True,9756,RGBA
eaRig,deymour/anims/death/f/6/d,WEBP,223,134,True,8026,RGBA
eaRig,deymour/anims/death/f/7/d,WEBP,224,134,True,9136,RGBA
eaRig,deymour/anims/death/f/8/d,WEBP,214,133,True,7586,RGBA
eaRig,deymour/anims/death/f/9/d,WEBP,214,132,True,8562,RGBA
eaRig,deymour/anims/death/f/10/d,WEBP,214,131,True,8338,RGBA
eaRig,deymour/anims/death/f/11/d,WEBP,214,127,True,8178,RGBA
eaRig,deymour/anims/death/f/12/d,WEBP,214,119,True,8048,RGBA
eaRig,deymour/anims/death/f/13/d,WEBP,213,105,True,8164,RGBA
eaRig,deymour/anims/death/f/14/d,WEBP,214,110,True,7788,RGBA
eaRig,deymour/anims/death/f/15/d,WEBP,214,112,True,7656,RGBA
eaRig,deymour/anims/death/f/16/d,WEBP,214,113,True,7586,RGBA
eaRig,deymour/anims/death/f/17/d,WEBP,214,113,True,7576,RGBA
eaRig,deymour/anims/death/f/18/d,WEBP,214,113,True,7618,RGBA
eaRig,deymour/anims/death/f/19/d,WEBP,214,112,True,7720,RGBA
eaRig,deymour/anims/death/f/20/d,WEBP,214,105,True,8040,RGBA
eaRig,deymour/anims/death/f/21/d,WEBP,216,87,True,8582,RGBA
eaRig,deymour/anims/death/f/22/d,WEBP,215,86,True,7484,RGBA
eaRig,deymour/anims/death/f/23/d,WEBP,214,87,True,7338,RGBA
eaRig,deymour/anims/dmg/f/0/d,WEBP,195,169,True,10766,RGBA
eaRig,deymour/anims/dmg/f/1/d,WEBP,211,158,True,10052,RGBA
eaRig,deymour/anims/dmg/f/2/d,WEBP,215,157,True,10164,RGBA
eaRig,deymour/anims/dmg/f/3/d,WEBP,217,155,True,9904,RGBA
eaRig,deymour/anims/dmg/f/4/d,WEBP,207,155,True,10014,RGBA
eaRig,deymour/anims/dmg/f/5/d,WEBP,197,159,True,10058,RGBA
eaRig,deymour/anims/dmg/f/6/d,WEBP,195,162,True,10286,RGBA
eaRig,deymour/anims/dmg/f/7/d,WEBP,191,169,True,10874,RGBA
eaRig,deymour/anims/dmg/f/8/d,WEBP,195,169,True,10738,RGBA
eaRig,deymour/anims/idle/f/0/d,WEBP,195,169,True,10826,RGBA
eaRig,deymour/anims/idle/f/1/d,WEBP,195,169,True,10766,RGBA
eaRig,deymour/anims/idle/f/2/d,WEBP,195,168,True,10820,RGBA
eaRig,deymour/anims/idle/f/3/d,WEBP,204,167,True,11088,RGBA
eaRig,deymour/anims/idle/f/4/d,WEBP,209,167,True,10996,RGBA
eaRig,deymour/anims/idle/f/5/d,WEBP,212,166,True,11042,RGBA
eaRig,deymour/anims/idle/f/6/d,WEBP,216,166,True,11052,RGBA
eaRig,deymour/anims/idle/f/7/d,WEBP,195,167,True,10750,RGBA
eaRig,deymour/anims/idle/f/8/d,WEBP,195,168,True,10786,RGBA
eaRig,deymour/anims/idle/f/9/d,WEBP,195,169,True,10768,RGBA
eaRig,deymour/anims/idle/f/10/d,WEBP,195,169,True,10826,RGBA
eaRig,deymour/anims/strike/f/0/d,WEBP,195,168,True,10796,RGBA
eaRig,deymour/anims/strike/f/1/d,WEBP,205,166,True,10990,RGBA
eaRig,deymour/anims/strike/f/2/d,WEBP,206,160,True,11108,RGBA
eaRig,deymour/anims/strike/f/3/d,WEBP,204,160,True,10320,RGBA
eaRig,deymour/anims/strike/f/4/d,WEBP,212,160,True,10994,RGBA
eaRig,deymour/anims/strike/f/5/d,WEBP,229,165,True,11750,RGBA
eaRig,deymour/anims/strike/f/6/d,WEBP,254,165,True,12556,RGBA
eaRig,deymour/anims/strike/f/7/d,WEBP,229,291,True,13384,RGBA
eaRig,deymour/anims/strike/f/8/d,WEBP,269,179,True,12090,RGBA
eaRig,deymour/anims/strike/f/9/d,WEBP,229,169,True,11772,RGBA
eaRig,deymour/anims/strike/f/10/d,WEBP,230,175,True,12230,RGBA
eaRig,deymour/anims/strike/f/11/d,WEBP,233,205,True,13654,RGBA
eaRig,deymour/anims/strike/f/12/d,WEBP,478,205,True,22252,RGBA
eaRig,deymour/anims/strike/f/13/d,WEBP,629,184,True,24130,RGBA
eaRig,deymour/anims/strike/f/14/d,WEBP,347,163,True,14742,RGBA
eaRig,deymour/anims/strike/f/15/d,WEBP,433,190,True,14546,RGBA
eaRig,deymour/anims/strike/f/16/d,WEBP,458,233,True,13046,RGBA
eaRig,deymour/anims/strike/f/17/d,WEBP,489,189,True,11544,RGBA
eaRig,deymour/anims/strike/f/18/d,WEBP,222,217,True,11926,RGBA
eaRig,deymour/anims/strike/f/19/d,WEBP,202,178,True,11268,RGBA
eaRig,deymour/anims/strike/f/20/d,WEBP,195,168,True,10796,RGBA
eaRig,deymour/portrait,WEBP,18,21,True,512,RGBA
eaRig,shale/anims/idle/f/0/d,WEBP,79,122,True,5930,RGBA
eaRig,shale/anims/idle/f/1/d,WEBP,79,122,True,5874,RGBA
eaRig,shale/anims/idle/f/2/d,WEBP,78,123,True,5958,RGBA
eaRig,shale/anims/idle/f/3/d,WEBP,77,123,True,5926,RGBA
eaRig,shale/anims/idle/f/4/d,WEBP,76,124,True,5878,RGBA
eaRig,shale/anims/idle/f/5/d,WEBP,76,124,True,5818,RGBA
eaRig,shale/anims/idle/f/6/d,WEBP,74,123,True,5794,RGBA
eaRig,shale/anims/idle/f/7/d,WEBP,73,122,True,5724,RGBA
eaRig,shale/anims/idle/f/8/d,WEBP,71,121,True,5616,RGBA
eaRig,shale/anims/idle/f/9/d,WEBP,69,121,True,5510,RGBA
eaRig,shale/anims/idle/f/10/d,WEBP,69,121,True,5506,RGBA
eaRig,shale/anims/idle/f/11/d,WEBP,71,121,True,5528,RGBA
eaRig,shale/anims/idle/f/12/d,WEBP,72,122,True,5620,RGBA
eaRig,shale/anims/idle/f/13/d,WEBP,74,123,True,5652,RGBA
eaRig,shale/anims/idle/f/14/d,WEBP,76,124,True,5708,RGBA
eaRig,shale/anims/idle/f/15/d,WEBP,76,124,True,5692,RGBA
eaRig,shale/anims/idle/f/16/d,WEBP,77,124,True,5744,RGBA
eaRig,shale/anims/idle/f/17/d,WEBP,78,123,True,5846,RGBA
eaRig,shale/anims/idle/f/18/d,WEBP,79,122,True,5928,RGBA
eaRig,shale/anims/idle/f/19/d,WEBP,79,122,True,5948,RGBA
eaRig,shale/anims/dmg/f/0/d,WEBP,79,122,True,5902,RGBA
eaRig,shale/anims/dmg/f/1/d,WEBP,80,118,True,5588,RGBA
eaRig,shale/anims/dmg/f/2/d,WEBP,71,119,True,5318,RGBA
eaRig,shale/anims/dmg/f/3/d,WEBP,73,119,True,5528,RGBA
eaRig,shale/anims/dmg/f/4/d,WEBP,75,120,True,5612,RGBA
eaRig,shale/anims/dmg/f/5/d,WEBP,77,121,True,5818,RGBA
eaRig,shale/anims/dmg/f/6/d,WEBP,79,122,True,5868,RGBA
eaRig,shale/anims/dmg/f/7/d,WEBP,79,122,True,5874,RGBA
eaRig,shale/anims/death/f/0/d,WEBP,79,122,True,5962,RGBA
eaRig,shale/anims/death/f/1/d,WEBP,82,138,True,7260,RGBA
eaRig,shale/anims/death/f/2/d,WEBP,81,125,True,6632,RGBA
eaRig,shale/anims/death/f/3/d,WEBP,97,102,True,5876,RGBA
eaRig,shale/anims/death/f/4/d,WEBP,109,74,True,4156,RGBA
eaRig,shale/anims/death/f/5/d,WEBP,112,57,True,3380,RGBA
eaRig,shale/anims/death/f/6/d,WEBP,120,56,True,3532,RGBA
eaRig,shale/anims/death/f/7/d,WEBP,129,55,True,3548,RGBA
eaRig,shale/anims/death/f/8/d,WEBP,139,55,True,3674,RGBA
eaRig,shale/anims/death/f/9/d,WEBP,140,55,True,3692,RGBA
eaRig,shale/anims/death/f/10/d,WEBP,140,55,True,3686,RGBA
eaRig,shale/anims/death/f/11/d,WEBP,140,55,True,3706,RGBA
eaRig,shale/anims/death/f/12/d,WEBP,140,55,True,3698,RGBA
eaRig,shale/anims/death/f/13/d,WEBP,140,55,True,3692,RGBA
eaRig,shale/anims/death/f/14/d,WEBP,140,55,True,3698,RGBA
eaRig,shale/anims/strike/f/0/d,WEBP,80,122,True,5964,RGBA
eaRig,shale/anims/strike/f/1/d,WEBP,69,121,True,5546,RGBA
eaRig,shale/anims/strike/f/2/d,WEBP,88,115,True,6376,RGBA
eaRig,shale/anims/strike/f/3/d,WEBP,112,113,True,6726,RGBA
eaRig,shale/anims/strike/f/4/d,WEBP,125,106,True,6916,RGBA
eaRig,shale/anims/strike/f/5/d,WEBP,140,105,True,6064,RGBA
eaRig,shale/anims/strike/f/6/d,WEBP,167,100,True,6598,RGBA
eaRig,shale/anims/strike/f/7/d,WEBP,144,93,True,6298,RGBA
eaRig,shale/anims/strike/f/8/d,WEBP,140,94,True,6160,RGBA
eaRig,shale/anims/strike/f/9/d,WEBP,137,95,True,6076,RGBA
eaRig,shale/anims/strike/f/10/d,WEBP,135,95,True,6064,RGBA
eaRig,shale/anims/strike/f/11/d,WEBP,136,95,True,6160,RGBA
eaRig,shale/anims/strike/f/12/d,WEBP,106,105,True,4778,RGBA
eaRig,shale/anims/strike/f/13/d,WEBP,97,121,True,6160,RGBA
eaRig,shale/anims/strike/f/14/d,WEBP,92,121,True,6490,RGBA
eaRig,shale/anims/strike/f/15/d,WEBP,92,120,True,6820,RGBA
eaRig,shale/anims/strike/f/16/d,WEBP,92,121,True,6736,RGBA
eaRig,shale/anims/strike/f/17/d,WEBP,80,122,True,5922,RGBA
eaRig,shale/portrait,WEBP,67,120,True,5612,RGBA
eaRig,tianne/anims/death/f/0/d,WEBP,218,200,True,6958,RGBA
eaRig,tianne/anims/death/f/1/d,WEBP,218,202,True,6960,RGBA
eaRig,tianne/anims/death/f/2/d,WEBP,218,208,True,6632,RGBA
eaRig,tianne/anims/death/f/3/d,WEBP,219,209,True,6826,RGBA
eaRig,tianne/anims/death/f/4/d,WEBP,218,207,True,6610,RGBA
eaRig,tianne/anims/death/f/5/d,WEBP,217,206,True,6172,RGBA
eaRig,tianne/anims/death/f/6/d,WEBP,217,206,True,5648,RGBA
eaRig,tianne/anims/death/f/7/d,WEBP,217,206,True,5510,RGBA
eaRig,tianne/anims/death/f/8/d,WEBP,217,206,True,5548,RGBA
eaRig,tianne/anims/death/f/9/d,WEBP,217,206,True,5608,RGBA
eaRig,tianne/anims/death/f/10/d,WEBP,217,206,True,5556,RGBA
eaRig,tianne/anims/death/f/11/d,WEBP,217,206,True,5470,RGBA
eaRig,tianne/anims/death/f/12/d,WEBP,217,206,True,5412,RGBA
eaRig,tianne/anims/death/f/13/d,WEBP,217,206,True,5398,RGBA
eaRig,tianne/anims/death/f/14/d,WEBP,217,206,True,5368,RGBA
eaRig,tianne/anims/death/f/15/d,WEBP,217,206,True,5414,RGBA
eaRig,tianne/anims/death/f/16/d,WEBP,217,206,True,5414,RGBA
eaRig,tianne/anims/death/f/17/d,WEBP,217,206,True,5414,RGBA
eaRig,tianne/anims/death/f/18/d,WEBP,217,206,True,5414,RGBA
eaRig,tianne/anims/dmg/f/0/d,WEBP,218,200,True,6890,RGBA
eaRig,tianne/anims/dmg/f/1/d,WEBP,218,205,True,6990,RGBA
eaRig,tianne/anims/dmg/f/2/d,WEBP,218,200,True,6958,RGBA
eaRig,tianne/anims/dmg/f/3/d,WEBP,218,198,True,6744,RGBA
eaRig,tianne/anims/dmg/f/4/d,WEBP,218,200,True,6832,RGBA
eaRig,tianne/anims/dmg/f/5/d,WEBP,218,199,True,6942,RGBA
eaRig,tianne/anims/dmg/f/6/d,WEBP,218,200,True,6768,RGBA
eaRig,tianne/anims/dmg/f/7/d,WEBP,218,200,True,6746,RGBA
eaRig,tianne/anims/dmg/f/8/d,WEBP,218,200,True,6726,RGBA
eaRig,tianne/anims/idle/f/0/d,WEBP,218,200,True,6950,RGBA
eaRig,tianne/anims/idle/f/1/d,WEBP,218,199,True,7078,RGBA
eaRig,tianne/anims/idle/f/2/d,WEBP,218,199,True,7064,RGBA
eaRig,tianne/anims/idle/f/3/d,WEBP,218,199,True,7012,RGBA
eaRig,tianne/anims/idle/f/4/d,WEBP,218,198,True,6952,RGBA
eaRig,tianne/anims/idle/f/5/d,WEBP,218,198,True,6980,RGBA
eaRig,tianne/anims/idle/f/6/d,WEBP,218,198,True,7012,RGBA
eaRig,tianne/anims/idle/f/7/d,WEBP,218,199,True,7014,RGBA
eaRig,tianne/anims/idle/f/8/d,WEBP,218,200,True,6986,RGBA
eaRig,tianne/anims/idle/f/9/d,WEBP,218,200,True,6972,RGBA
eaRig,tianne/anims/idle/f/10/d,WEBP,218,200,True,6950,RGBA
eaRig,tianne/anims/idle/f/11/d,WEBP,218,200,True,6926,RGBA
eaRig,tianne/anims/idle/f/12/d,WEBP,218,200,True,6862,RGBA
eaRig,tianne/anims/idle/f/13/d,WEBP,218,200,True,6802,RGBA
eaRig,tianne/anims/idle/f/14/d,WEBP,218,200,True,6770,RGBA
eaRig,tianne/anims/idle/f/15/d,WEBP,218,200,True,6804,RGBA
eaRig,tianne/anims/idle/f/16/d,WEBP,218,200,True,6806,RGBA
eaRig,tianne/anims/idle/f/17/d,WEBP,218,200,True,6918,RGBA
eaRig,tianne/anims/idle/f/18/d,WEBP,218,201,True,6930,RGBA
eaRig,tianne/anims/idle/f/19/d,WEBP,218,200,True,6826,RGBA
eaRig,tianne/anims/idle/f/20/d,WEBP,218,199,True,6926,RGBA
eaRig,tianne/anims/idle/f/21/d,WEBP,218,200,True,7058,RGBA
eaRig,tianne/anims/idle/f/22/d,WEBP,218,200,True,7008,RGBA
eaRig,tianne/anims/idle/f/23/d,WEBP,218,200,True,7046,RGBA
eaRig,tianne/anims/idle/f/24/d,WEBP,218,199,True,7060,RGBA
eaRig,tianne/anims/strike/f/0/d,WEBP,218,200,True,6998,RGBA
eaRig,tianne/anims/strike/f/1/d,WEBP,218,203,True,7072,RGBA
eaRig,tianne/anims/strike/f/2/d,WEBP,218,208,True,7264,RGBA
eaRig,tianne/anims/strike/f/3/d,WEBP,218,210,True,7216,RGBA
eaRig,tianne/anims/strike/f/4/d,WEBP,218,212,True,7318,RGBA
eaRig,tianne/anims/strike/f/5/d,WEBP,218,216,True,7340,RGBA
eaRig,tianne/anims/strike/f/6/d,WEBP,218,216,True,7252,RGBA
eaRig,tianne/anims/strike/f/7/d,WEBP,218,208,True,7250,RGBA
eaRig,tianne/anims/strike/f/8/d,WEBP,220,201,True,7308,RGBA
eaRig,tianne/anims/strike/f/9/d,WEBP,240,198,True,7306,RGBA
eaRig,tianne/anims/strike/f/10/d,WEBP,239,198,True,7304,RGBA
eaRig,tianne/anims/strike/f/11/d,WEBP,239,198,True,7288,RGBA
eaRig,tianne/anims/strike/f/12/d,WEBP,240,198,True,7262,RGBA
eaRig,tianne/anims/strike/f/13/d,WEBP,240,198,True,7294,RGBA
eaRig,tianne/anims/strike/f/14/d,WEBP,239,198,True,7226,RGBA
eaRig,tianne/anims/strike/f/15/d,WEBP,239,198,True,7202,RGBA
eaRig,tianne/anims/strike/f/16/d,WEBP,239,198,True,7186,RGBA
eaRig,tianne/anims/strike/f/17/d,WEBP,239,198,True,7054,RGBA
eaRig,tianne/anims/strike/f/18/d,WEBP,239,198,True,7174,RGBA
eaRig,tianne/anims/strike/f/19/d,WEBP,239,198,True,7128,RGBA
eaRig,tianne/anims/strike/f/20/d,WEBP,239,198,True,7222,RGBA
eaRig,tianne/anims/strike/f/21/d,WEBP,239,198,True,7316,RGBA
eaRig,tianne/anims/strike/f/22/d,WEBP,239,198,True,7340,RGBA
eaRig,tianne/anims/strike/f/23/d,WEBP,239,198,True,7120,RGBA
eaRig,tianne/anims/strike/f/24/d,WEBP,239,198,True,7294,RGBA
eaRig,tianne/anims/strike/f/25/d,WEBP,239,198,True,7212,RGBA
eaRig,tianne/anims/strike/f/26/d,WEBP,239,198,True,7224,RGBA
eaRig,tianne/anims/strike/f/27/d,WEBP,239,198,True,7214,RGBA
eaRig,tianne/anims/strike/f/28/d,WEBP,239,198,True,7308,RGBA
eaRig,tianne/anims/strike/f/29/d,WEBP,239,198,True,7294,RGBA
eaRig,tianne/anims/strike/f/30/d,WEBP,238,198,True,7314,RGBA
eaRig,tianne/anims/strike/f/31/d,WEBP,228,198,True,7582,RGBA
eaRig,tianne/anims/strike/f/32/d,WEBP,217,198,True,7142,RGBA
eaRig,tianne/anims/strike/f/33/d,WEBP,218,198,True,7132,RGBA
eaRig,tianne/anims/strike/f/34/d,WEBP,218,198,True,7106,RGBA
eaRig,tianne/anims/strike/f/35/d,WEBP,218,199,True,6980,RGBA
eaRig,tianne/anims/strike/f/36/d,WEBP,217,199,True,6936,RGBA
eaRig,tianne/anims/strike/f/37/d,WEBP,218,200,True,6912,RGBA
eaRig,tianne/portrait,WEBP,56,53,True,968,RGBA
eaRig,soleil/anims/death/f/0/d,WEBP,75,163,True,4734,RGBA
eaRig,soleil/anims/death/f/1/d,WEBP,82,158,True,4566,RGBA
eaRig,soleil/anims/death/f/2/d,WEBP,81,160,True,4412,RGBA
eaRig,soleil/anims/death/f/3/d,WEBP,77,159,True,4518,RGBA
eaRig,soleil/anims/death/f/4/d,WEBP,75,153,True,4420,RGBA
eaRig,soleil/anims/death/f/5/d,WEBP,77,148,True,4358,RGBA
eaRig,soleil/anims/death/f/6/d,WEBP,74,150,True,4362,RGBA
eaRig,soleil/anims/death/f/7/d,WEBP,72,152,True,4294,RGBA
eaRig,soleil/anims/death/f/8/d,WEBP,74,151,True,4368,RGBA
eaRig,soleil/anims/death/f/9/d,WEBP,78,148,True,4382,RGBA
eaRig,soleil/anims/death/f/10/d,WEBP,82,146,True,4452,RGBA
eaRig,soleil/anims/death/f/11/d,WEBP,81,148,True,4438,RGBA
eaRig,soleil/anims/death/f/12/d,WEBP,78,156,True,4440,RGBA
eaRig,soleil/anims/death/f/13/d,WEBP,84,167,True,4526,RGBA
eaRig,soleil/anims/death/f/14/d,WEBP,110,181,True,4778,RGBA
eaRig,soleil/anims/death/f/15/d,WEBP,111,207,True,4932,RGBA
eaRig,soleil/anims/death/f/16/d,WEBP,118,217,True,4860,RGBA
eaRig,soleil/anims/death/f/17/d,WEBP,196,264,True,5474,RGBA
eaRig,soleil/anims/death/f/18/d,WEBP,223,294,True,5924,RGBA
eaRig,soleil/anims/death/f/19/d,WEBP,280,390,True,6146,RGBA
eaRig,soleil/anims/death/f/20/d,WEBP,307,424,True,6082,RGBA
eaRig,soleil/anims/death/f/21/d,WEBP,357,498,True,6388,RGBA
eaRig,soleil/anims/death/f/22/d,WEBP,391,544,True,6640,RGBA
eaRig,soleil/anims/death/f/23/d,WEBP,447,591,True,6162,RGBA
eaRig,soleil/anims/death/f/24/d,WEBP,460,647,True,6006,RGBA
eaRig,soleil/anims/death/f/25/d,WEBP,520,721,True,6044,RGBA
eaRig,soleil/anims/death/f/26/d,WEBP,537,799,True,6506,RGBA
eaRig,soleil/anims/death/f/27/d,WEBP,71,144,True,3518,RGBA
eaRig,soleil/anims/death/f/28/d,WEBP,69,145,True,3566,RGBA
eaRig,soleil/anims/dmg/f/0/d,WEBP,76,163,True,4768,RGBA
eaRig,soleil/anims/dmg/f/1/d,WEBP,78,156,True,4578,RGBA
eaRig,soleil/anims/dmg/f/2/d,WEBP,86,165,True,4616,RGBA
eaRig,soleil/anims/dmg/f/3/d,WEBP,107,177,True,4874,RGBA
eaRig,soleil/anims/dmg/f/4/d,WEBP,76,161,True,4698,RGBA
eaRig,soleil/anims/dmg/f/5/d,WEBP,78,163,True,4738,RGBA
eaRig,soleil/anims/idle/f/0/d,WEBP,75,162,True,4712,RGBA
eaRig,soleil/anims/idle/f/1/d,WEBP,75,162,True,4758,RGBA
eaRig,soleil/anims/idle/f/2/d,WEBP,76,162,True,4758,RGBA
eaRig,soleil/anims/idle/f/3/d,WEBP,76,161,True,4836,RGBA
eaRig,soleil/anims/idle/f/4/d,WEBP,85,160,True,4954,RGBA
eaRig,soleil/anims/idle/f/5/d,WEBP,103,159,True,5126,RGBA
eaRig,soleil/anims/idle/f/6/d,WEBP,127,158,True,5110,RGBA
eaRig,soleil/anims/idle/f/7/d,WEBP,88,157,True,5220,RGBA
eaRig,soleil/anims/idle/f/8/d,WEBP,89,156,True,5242,RGBA
eaRig,soleil/anims/idle/f/9/d,WEBP,105,155,True,5222,RGBA
eaRig,soleil/anims/idle/f/10/d,WEBP,86,154,True,4886,RGBA
eaRig,soleil/anims/idle/f/11/d,WEBP,86,154,True,4930,RGBA
eaRig,soleil/anims/idle/f/12/d,WEBP,83,154,True,5168,RGBA
eaRig,soleil/anims/idle/f/13/d,WEBP,80,155,True,5180,RGBA
eaRig,soleil/anims/idle/f/14/d,WEBP,90,156,True,5010,RGBA
eaRig,soleil/anims/idle/f/15/d,WEBP,77,157,True,4758,RGBA
eaRig,soleil/anims/idle/f/16/d,WEBP,78,158,True,4836,RGBA
eaRig,soleil/anims/idle/f/17/d,WEBP,77,159,True,4900,RGBA
eaRig,soleil/anims/idle/f/18/d,WEBP,77,160,True,4736,RGBA
eaRig,soleil/anims/idle/f/19/d,WEBP,76,162,True,4716,RGBA
eaRig,soleil/anims/idle/f/20/d,WEBP,75,162,True,4722,RGBA
eaRig,soleil/anims/strike/f/0/d,WEBP,76,162,True,4764,RGBA
eaRig,soleil/anims/strike/f/1/d,WEBP,89,161,True,4922,RGBA
eaRig,soleil/anims/strike/f/2/d,WEBP,115,157,True,5448,RGBA
eaRig,soleil/anims/strike/f/3/d,WEBP,118,156,True,5512,RGBA
eaRig,soleil/anims/strike/f/4/d,WEBP,119,155,True,5742,RGBA
eaRig,soleil/anims/strike/f/5/d,WEBP,118,155,True,5798,RGBA
eaRig,soleil/anims/strike/f/6/d,WEBP,116,156,True,6774,RGBA
eaRig,soleil/anims/strike/f/7/d,WEBP,111,156,True,7942,RGBA
eaRig,soleil/anims/strike/f/8/d,WEBP,107,158,True,8388,RGBA
eaRig,soleil/anims/strike/f/9/d,WEBP,107,157,True,7312,RGBA
eaRig,soleil/anims/strike/f/10/d,WEBP,111,156,True,7278,RGBA
eaRig,soleil/anims/strike/f/11/d,WEBP,115,155,True,7886,RGBA
eaRig,soleil/anims/strike/f/12/d,WEBP,114,155,True,7188,RGBA
eaRig,soleil/anims/strike/f/13/d,WEBP,111,155,True,7082,RGBA
eaRig,soleil/anims/strike/f/14/d,WEBP,109,156,True,7262,RGBA
eaRig,soleil/anims/strike/f/15/d,WEBP,115,158,True,7234,RGBA
eaRig,soleil/anims/strike/f/16/d,WEBP,116,159,True,7676,RGBA
eaRig,soleil/anims/strike/f/17/d,WEBP,107,155,True,6938,RGBA
eaRig,soleil/anims/strike/f/18/d,WEBP,106,145,True,6482,RGBA
eaRig,soleil/anims/strike/f/19/d,WEBP,105,150,True,7548,RGBA
eaRig,soleil/anims/strike/f/20/d,WEBP,105,152,True,5808,RGBA
eaRig,soleil/anims/strike/f/21/d,WEBP,106,156,True,5706,RGBA
eaRig,soleil/anims/strike/f/22/d,WEBP,79,159,True,5080,RGBA
eaRig,soleil/anims/strike/f/23/d,WEBP,76,162,True,4792,RGBA
eaRig,soleil/portrait,WEBP,38,56,True,1354,RGBA
eaRig,beirus/anims/death/f/0/d,WEBP,287,209,True,13106,RGBA
eaRig,beirus/anims/death/f/1/d,WEBP,295,253,True,16180,RGBA
eaRig,beirus/anims/death/f/2/d,WEBP,278,216,True,13014,RGBA
eaRig,beirus/anims/death/f/3/d,WEBP,278,201,True,12680,RGBA
eaRig,beirus/anims/death/f/4/d,WEBP,278,201,True,13506,RGBA
eaRig,beirus/anims/death/f/5/d,WEBP,279,198,True,13276,RGBA
eaRig,beirus/anims/death/f/6/d,WEBP,304,209,True,12702,RGBA
eaRig,beirus/anims/death/f/7/d,WEBP,302,205,True,12766,RGBA
eaRig,beirus/anims/death/f/8/d,WEBP,302,206,True,13002,RGBA
eaRig,beirus/anims/death/f/9/d,WEBP,302,207,True,15224,RGBA
eaRig,beirus/anims/death/f/10/d,WEBP,302,201,True,12714,RGBA
eaRig,beirus/anims/death/f/11/d,WEBP,302,199,True,15282,RGBA
eaRig,beirus/anims/death/f/12/d,WEBP,300,238,True,17596,RGBA
eaRig,beirus/anims/death/f/13/d,WEBP,297,238,True,17350,RGBA
eaRig,beirus/anims/death/f/14/d,WEBP,303,209,True,15672,RGBA
eaRig,beirus/anims/death/f/15/d,WEBP,303,224,True,15482,RGBA
eaRig,beirus/anims/death/f/16/d,WEBP,303,219,True,14364,RGBA
eaRig,beirus/anims/death/f/17/d,WEBP,304,238,True,15152,RGBA
eaRig,beirus/anims/death/f/18/d,WEBP,305,254,True,15090,RGBA
eaRig,beirus/anims/death/f/19/d,WEBP,465,298,True,34054,RGBA
eaRig,beirus/anims/death/f/20/d,WEBP,491,305,True,29806,RGBA
eaRig,beirus/anims/death/f/21/d,WEBP,512,219,True,17408,RGBA
eaRig,beirus/anims/death/f/22/d,WEBP,492,227,True,16156,RGBA
eaRig,beirus/anims/death/f/23/d,WEBP,514,219,True,14394,RGBA
eaRig,beirus/anims/death/f/24/d,WEBP,545,218,True,14506,RGBA
eaRig,beirus/anims/death/f/25/d,WEBP,550,218,True,14258,RGBA
eaRig,beirus/anims/death/f/26/d,WEBP,552,221,True,17684,RGBA
eaRig,beirus/anims/death/f/27/d,WEBP,552,237,True,17132,RGBA
eaRig,beirus/anims/death/f/28/d,WEBP,552,249,True,14770,RGBA
eaRig,beirus/anims/death/f/29/d,WEBP,552,252,True,14930,RGBA
eaRig,beirus/anims/death/f/30/d,WEBP,552,259,True,15236,RGBA
eaRig,beirus/anims/death/f/31/d,WEBP,552,257,True,14772,RGBA
eaRig,beirus/anims/death/f/32/d,WEBP,552,240,True,14652,RGBA
eaRig,beirus/anims/death/f/33/d,WEBP,552,241,True,13576,RGBA
eaRig,beirus/anims/death/f/34/d,WEBP,552,223,True,13602,RGBA
eaRig,beirus/anims/death/f/35/d,WEBP,552,183,True,13320,RGBA
eaRig,beirus/anims/death/f/36/d,WEBP,552,183,True,13320,RGBA
eaRig,beirus/anims/death/f/37/d,WEBP,552,183,True,13320,RGBA
eaRig,beirus/anims/dmg/f/0/d,WEBP,287,227,True,15452,RGBA
